63;335
61;332
65;331
59;337
65;307
64;332
64;332
67;338
57;425
64;333
64;313
65;333
64;460
63;334
57;347
58;336
61;347
65;335
61;335
73;336
56;350
64;338
59;320
63;336
62;320
63;363
61;330
64;338
59;336
61;340
64;335
61;354
64;337
82;395
53;343
57;339
61;335
64;344
55;356
61;338
62;318
65;341
61;350
72;366
55;345
56;354
84;345
60;344
58;345
56;356
62;343
57;333
63;348
61;353
63;362
59;345
63;345
61;336
66;346
65;321
64;342
65;326
65;349
62;346
65;361
60;347
61;355
62;351
63;347
62;364
61;351
63;353
68;350
60;348
61;358
60;342
63;351
60;351
55;353
65;366
63;363
67;354
82;361
66;360
68;355
67;344
66;357
62;332
66;355
79;315
70;352
63;363
62;386
58;377
57;376
59;376
62;391
63;362
66;359
67;353
67;364
70;342
68;363
62;357
64;363
75;360
68;364
61;367
64;363
83;357
69;364
70;358
66;364
70;361
64;369
62;362
57;361
63;365
63;367
65;361
63;356
65;361
64;385
66;363
66;346
67;365
59;363
60;376
63;360
66;362
67;342
67;381
65;366
63;359
67;369
68;367
64;379
66;379
62;371
64;347
67;398
62;347
67;372
62;350
66;370
65;371
61;375
63;351
64;371
66;361
67;373
67;365
67;368
67;364
69;369
68;368
70;372
60;456
67;375
64;368
67;372
67;412
63;375
64;349
68;379
70;481
67;374
65;384
69;376
68;372
67;379
84;380
62;425
65;382
68;444
70;378
69;385
63;382
77;381
67;369
67;382
63;359
68;381
62;378
67;385
61;387
65;382
71;358
67;384
68;375
66;380
63;385
68;387
60;386
78;394
63;387
68;385
68;385
70;385
63;385
69;388
64;364
72;386
68;360
73;387
70;383
92;420
62;418
66;392
70;391
80;401
75;387
74;394
71;372
73;401
78;369
74;392
70;359
76;423
75;377
74;394
70;397
75;402
71;382
74;395
70;382
69;396
73;373
76;395
66;362
71;395
95;410
68;397
67;395
67;398
71;395
68;391
71;399
71;395
72;396
70;397
68;395
78;400
70;403
67;397
65;399
67;408
74;401
65;400
64;402
68;429
68;403
72;399
68;398
69;400
69;405
66;402
70;376
71;400
72;417
72;405
69;370
74;405
142;407
71;401
71;392
72;409
72;419
72;404
71;381
72;407
68;433
71;410
68;393
72;406
68;414
71;409
68;419
67;406
70;431
69;411
78;386
72;409
72;414
64;418
69;376
76;408
73;397
74;444
70;376
74;415
70;386
71;444
71;403
74;412
72;387
74;429
75;390
75;414
73;396
75;429
73;391
73;414
72;400
75;426
77;391
74;416
76;388
73;427
72;390
76;415
70;385
75;418
77;427
69;410
75;419
69;399
87;430
74;387
74;422
75;387
83;427
69;423
73;422
70;405
76;447
73;420
76;422
72;411
75;442
69;393
73;422
73;405
72;425
72;390
74;424
72;405
75;423
64;428
73;410
75;426
